nct_id,brief_title,sponsor,start_date,primary_outcomes,start_year,period,outcome_categories,num_categories
NCT05368363,Inferior Vena Cava Collapsibility Index and Caval Aorta Index for Prediction of Hypotension General Anaesthesia,Cairo University,2022-05-30,Area under receiver operating characteristic curves (AUROC) of the preoperative IVCCI inprediction of post-induction hypotension,2022,2020-2025,Hypotension exposure,1
NCT04872504,Hypotension Prediction Index in Patients Undergoing Liver Transplantation,Chang Gung Memorial Hospital,2021-05-01,Accurate hypotension prediction of EV1000 system | Incidence of intraoperative hypotension | Severity of intraoperative hypotension,2021,2020-2025,Hypotension exposure,1
NCT06702059,Cardiopulmonary Exercise Testing in Cardiosurgery Patients,"St. Anne's University Hospital Brno, Czech Republic",2024-12-01,post-operative pulmonary complications | post-operative cardiovascular complications,2024,2020-2025,Postoperative complications,1
NCT05587153,Perfusion Index vs Positional Hemodynamic Changes to Predict Hypotension After Spinal Anaesthesia in Caesarean Section,Zagazig University,2022-07-15,Prediction of post-spinal hypotension using PI,2022,2020-2025,Hypotension exposure,1
NCT03498352,Rest Ventilatory Parameters Predict Morbidity and Mortality in Thoracic Surgery,"St. Anne's University Hospital Brno, Czech Republic",2017-05-01,Pulmonary complications,2017,2015-2019,Postoperative complications,1
NCT04238234,IVC Ultrasonography Versus Plethysmographic Variability Index for Prediction of General Anesthesia Induction Hypotension,Cairo University,2021-08-05,Comparison of the accuracy (Area under receiver operating characteristic curves) of PVI and IVC variation in prediction of post-induction hypotension,2021,2020-2025,Hypotension exposure,1
NCT05015218,Internal Jugular Vein and Spinal-induced Hypotension,Attikon Hospital,2021-11-23,Internal jugular vein aerea (cm2) prior to spinal anesthesia implementation,2021,2020-2025,,0
NCT03266250,Transthoracic Echocardiography of Inferior Vena Cava Before Spinal Anesthesia Can Predict Hypotension,National and Kapodistrian University of Athens,2017-08-15,Preoperative performance of the dIVCmax/IVCCI ratio,2017,2015-2019,,0
NCT07399093,Preoperative Evaluation of IVC Collapsibility Index and Caval Aorta Index After Induction of General Anesthesia,Ain Shams University,2024-01-14,Sensitivity of ultrasound guided Aorto-Caval index (IVC-AO),2024,2020-2025,,0
NCT06756672,HPI in Laparoscopic Colorectal Surgery,National Taiwan University Hospital,2025-01-01,time weighted average mean arterial pressure (TWA MAP) <65 mmHg (unit: mmHg),2025,2020-2025,Hypotension exposure,1
NCT05526625,Comparison Of Ultrasound-Based Measures Of Inferior Vena Cava And Internal Jugular Vein For Prediction Of Hypotension During Induction Of General Anesthesia,Cairo University,2020-06-01,Comparison of the accuracy of IVC and IJV variations in prediction of prolonged post-induction hypotension.,2020,2020-2025,Hypotension exposure,1
NCT03319433,Prediction of Hypotension Using Perfusion Index Following Spinal Anesthesia in Lower Segment Caesarean Section,Paropakar Maternity and Women's Hospital,2018-05-01,Incidence of hypotension,2018,2015-2019,Hypotension exposure,1
NCT05968040,Point Of Care Ultrasound For Prediction Of Fluid Responsiveness in Off Pump Coronary Artery Bypass Grafting Surgery,Ain Shams University,2023-08-01,cardiac output by transthoracic echocardiography | cardiac outputby transthoracic echocardiography,2023,2020-2025,Cardiac outcomes,1
NCT06316817,FloPatch for Prevention of Hypotension After Induction of General Anesthesia,"Mount Sinai Hospital, Canada",2024-04-01,Prognostic ability of preoperative common carotid artery corrected Flow Time (cFT) measurement to predict Post Induction Hypotension(PIH).,2024,2020-2025,Hypotension exposure,1
NCT06998537,Hemodynamic Effects of Alpha Blockers in Patients With Spinal Anesthesia,Izmir City Hospital,2025-08-30,"Preop,15 minute,30minute mean arteriyal pressure",2025,2020-2025,,0
NCT06237543,TAPSE/PASP Anesthesia,Aydin Adnan Menderes University,2024-02-01,echocardiography,2024,2020-2025,,0
NCT04408495,Intraoperative Mechanical Ventilation and Postoperative Pulmonary Complications After On-pump Cardiac Surgery in High-risk Patients,Rennes University Hospital,2021-07-08,Rate of major pulmonary complications and death,2021,2020-2025,Mortality; Postoperative complications,2
NCT04494828,Impact Dexmedetomidine on Postoperative Delirium in Patients After Intracranial Operation for Brain Tumor,Capital Medical University,2020-08-10,Incidence of study agent interruption during the study,2020,2020-2025,,0
NCT06309238,Intensive Weight Loss Intervention Versus Bariatric Surgery for Adults With Severe and Complex Obesity: the LightBAR Randomised Trial,Carsten Dirksen,2024-05-08,MetS-Z,2024,2020-2025,,0
NCT07514130,"Assessment of Volume Status in Preeclampsia Post- SpinalAnasthesia:Utilizing Ultrasound "" Evaluation of Lung and Inferior Vena Cava""",Menoufia University,2024-08-01,Lung ultrasound and IVC diameter | Primary aim Assess the accuracy and reliability of ultrasound evaluation of lung and inferior vena cava in determining volume status post-spinal anesthesia in pre-eclampsia patients. Measure the correlation between ultrasound findings and the traditional,2024,2020-2025,,0
NCT04939129,Evaluation of Fluid Responsiveness With Pulse Variation Index and Systolic Blood Pressure Changes After Lung Recruitment Maneuver,Ankara City Hospital Bilkent,2021-06-15,correlation between systolic blood pressure change after LRM and PVI in patients who will undergo elective open abdominal surgery under general anesthesia,2021,2020-2025,Hypotension exposure,1
NCT05472025,Clinical Study of Combined Carotid Artery With Inferior Vena Cava Ultrasonography to Predict Hypotension After Induction of General Anesthesia,Tongji Hospital,2022-10-26,Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography | Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography | Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography | Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography | Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography | Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography | Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography | Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography | Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography | Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography | Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography | Predictive power of the post-induced hypotension of combined carotid artery sonography with inferior vena cava sonography,2022,2020-2025,Hypotension exposure,1
NCT02977143,Positive End-expiratory Pressure-induced Increase in Central Venous Pressure as a Predictor of Fluid Responsiveness in Robot-assisted Laparoscopic Surgery,Seoul National University Hospital,2016-11,fluid responsiveness,2016,2015-2019,Fluid management,1
NCT06423833,Trendelenburg Maneuver Versus Passive Leg Raising Test for Fluid Responsiveness in High-Risk Surgical Patients,Tanta University,2023-02-01,The validity of Trendelenburg maneuver,2023,2020-2025,,0
NCT04298931,Prediction of the Effect of Fluid Administration Using Arterial Pressure and Ventilator Data During Abdominal Surgery,University of Aarhus,2020-05-15,>10% Increase in stroke volume from before to after a fluid bolus. (Fluid responsiveness),2020,2020-2025,Cardiac outcomes; Fluid management,2
NCT03820440,End-expiratory Occlusion Test and Lung Recruitment Maneuver to Assess Fluid responsiVeness In Surgical Patients,Humanitas Clinical and Research Center,2020-05-01,AUC difference,2020,2020-2025,,0
NCT07121699,The Role of Left Ventricular Outflow Tract (LVOT) Velocity-time Integral (VTI) and Respiratory Variability at Peak Rate (Vpeak) in Predicting Hypotension After General Anesthesia Induction,Aydin Adnan Menderes University,2025-08-20,lvot-vtı,2025,2020-2025,,0
NCT04223414,Ability of Changes in Analgesia Nociception Index to Assess the Stroke Volume Effects of a Volume Expansion of 250ml of Crystalloid in the Operating Room,"University Hospital, Bordeaux",2020-01-29,ANI value variation (%) before and after the volume expansion,2020,2020-2025,,0
NCT03926910,Ventricular Stimulation as Predictor of Hypovolemia After Cardiac Surgery,CMC Ambroise Paré,2019-07-22,Evaluate the correlation between thes stimulation test and the cardiac output,2019,2015-2019,Cardiac outcomes,1
NCT02841943,Fluid Responsiveness After CArdiac Surgery Study,South West Sydney Local Health District,2016-03,Fluid bolus responsiveness | Volume management responsiveness,2016,2015-2019,,0
NCT05470166,Lidocaine Infusion With ERAS Protocol for Pancreatic Cancer Surgery: Effect on Pain and Patient Immunity.,Alexandria University,2022-04-20,Post-operative nociceptive pain assessment.,2022,2020-2025,Pain,1
NCT02852889,Internal Jugular Vein Distensibility to Predict Fluid Responsiveness in Patients After Cardiac Surgery,Shanghai Zhongshan Hospital,2016-07,fluid responsiveness （mean artery pressure、cardiac output、stroke volume variation、internal jugular vein distensibility）,2016,2015-2019,Cardiac outcomes; Fluid management; Goal-directed therapy protocol,3
NCT06624891,Interest of the Pleth Variability Index in Neurosurgery,"National Institute of Neurology, Tunisia",2023-03-01,Value of PVI in fluid responsiveness in neurosurgery,2023,2020-2025,Fluid management,1
NCT03222778,Combination of Static Echocardiographic Indices for Prediction of Fluid Responsiveness During Cardiac Surgery,Yonsei University,2017-12-01,"Predictive ability of combined echocardiographic index consisting of LVEDA, e, e', s' or a'",2017,2015-2019,,0
NCT06627907,Hemodynamic Response to the End-expiratory Occlusion Test to Titrate Fluid Challenge in Operating Room.,Humanitas Clinical and Research Center,2024-11-01,fluid responsiveness,2024,2020-2025,Fluid management,1
NCT03393897,Respiratory Variations of the Diameter of Superior Vena Cava for Predicting Fluid Responsiveness After Cardiac Surgery,Centre Hospitalier Universitaire de Saint Etienne,2018-01-03,diameter of vena cava superior,2018,2015-2019,,0
NCT03727503,Casptesia Versus PICCO in Cardiac Surgical Patients in the ICU,Erasme University Hospital,2019-03-27,PPV measure | PPV measure,2019,2015-2019,Goal-directed therapy protocol,1
NCT04896736,Multisite Tissue Oxygenation Guided Perioperative Care in Cardiac Surgery,Yale University,2021-06-08,Composite complication,2021,2020-2025,,0
NCT03713008,Assessment Of Carotid Flow During General Anesthesia,Medical University of Warsaw,2018-10-22,Change in cardiac output | Change in a corrected carotid artery flow,2018,2015-2019,Cardiac outcomes,1
NCT04030221,Pressure Gradient for Venous Return in Predicting Fluid Responsiveness in Patients Undergoing Laparoscopic Surgery,"Second Affiliated Hospital, School of Medicine, Zhejiang University",2019-07-20,hemodynamic parameters,2019,2015-2019,,0
NCT03591289,Does Depth of Neuromuscular Blockade (NMB) Affect Surgical Conditions in Obese Patients Undergoing Robotic Surgery,Rainer Lenhardt,2018-02,Assessment of surgical conditions during deep versus moderate NMB in patients undergoing robotic abdominal surgery,2018,2015-2019,,0
NCT06583200,Fluid Responsiveness in Post Cardiac Surgery Patients,Ain Shams University,2023-01-01,Predictive value of EEO and passive leg raising,2023,2020-2025,,0
NCT03406481,The Impact of Preoperative Fasting Period on Cardiac Index Variability After Anesthesia Induction in Pediatric Patients,Marmara University,2018-02-01,the relationship between fasting period duration and fluid responsiveness,2018,2015-2019,Fluid management,1
NCT03808753,Mini Fluid chAlleNge and End-expiratory Occlusion Test and to Assess flUid responsiVEness in opeRating Room,Humanitas Clinical and Research Center,2019-02-27,ROC curve calculation,2019,2015-2019,,0
NCT06654687,Transthoracic Echocardiographic Monitoring of Cardiac Output Effects of Colloid Preload and Crystalloid Coload During Cesarean Delivery Under Spinal Anesthesia,Sameh Fathy,2024-10-27,Changes in Cardiac Output,2024,2020-2025,Cardiac outcomes,1
NCT03956186,Can Right Toe Perfusion Index or Pleth Variability Index Predict Spinal Anesthesia Induced Hypotension?,Kahramanmaras Sutcu Imam University,2019-05-21,pleth variability index (PVI) | Perfusion index (PI),2019,2015-2019,Lactate / tissue perfusion,1
NCT02315937,Hemodynamic Assessment During Spinal Anesthesia Using Transthoracic Echocardiography',Catharina Ziekenhuis Eindhoven,2016-09,vena cava inferior collapsibility (in %),2016,2015-2019,,0
NCT02817893,Comparison of Respiratory Variations of the Pulse Oximetry Plethysmographic Raw Signal and Pulse Pressure During Abdominal Surgery (PLETHYSMO),Hospices Civils de Lyon,2015-10,∆PP: pulse pressure variation | ∆POP: respiratory variation of the plethysmographic waveform of pulse oximetry,2015,2015-2019,Goal-directed therapy protocol,1
NCT03731377,The Effectiveness of Mini-fluid Challenge in Predicting Fluid Responsiveness During Video Assisted Thoracic Surgery,National Taiwan University Hospital,2020-10-07,Change of blood pressure after fluid loading,2020,2020-2025,Hypotension exposure,1
NCT05091606,Lower and Upper Extremity Perfusion Index (PI) in Pregnant Women Under Spinal Anesthesia,Derince Training and Research Hospital,2021-09-01,Is there any difference between upper and lower extremitiy perfusion index values?,2021,2020-2025,Lactate / tissue perfusion,1
NCT05644405,Stroke Volume Variations and Pulse Pressure Variations Undergoing Artificial Pneumothorax Surgery,Chinese PLA General Hospital,2021-07-01,The area under the receiver operating characteristic (ROC) curve,2021,2020-2025,,0
